taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2185229	Laelaps Koch, 1836	2185229	Laelaps Koch, 1836	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Mesostigmata	1109	Laelapidae	2832	Laelaps	2185229			
4663032	Cragus Cambridge, 1896	2154419	Wulfila O.P.-Cambridge, 1895	1	GENUS	SYNONYM	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Anyphaenidae	7358	Wulfila	2154419			
6907168	Cosmetus pulchrus Goodnight & Goodnight, 1942	11122673	Cosmetus pulcher Goodnight & Goodnight, 1942	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Arachnida	367	Opiliones	907	Cosmetidae	3253433	Cosmetus	4661512	Cosmetus pulcher	11122673	NE
10522214	BOLD:AAL6414	10522214	BOLD:AAL6414	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
2123276	Ammotrecha Banks, 1900	2123276	Ammotrecha Banks, 1900	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Solifugae	756	Ammotrechidae	5847	Ammotrecha	2123276			
2156374	Dipoena banksi Chickering, 1943	2156374	Dipoena banksi Chickering, 1943	10	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Dipoena	2156358	Dipoena banksi	2156374	NE
2159565	Micrathena duodecimspinosa (O.Pickard-Cambridge, 1890)	2159565	Micrathena duodecimspinosa (O.Pickard-Cambridge, 1890)	14	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Araneidae	7359	Micrathena	2159531	Micrathena duodecimspinosa	2159565	NE
2169339	Cobanus extensus (G.W.Peckham & E.G.Peckham, 1896)	2169339	Cobanus extensus (G.W.Peckham & E.G.Peckham, 1896)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Cobanus	2169328	Cobanus extensus	2169339	NE
2181286	Paraphrynus laevifrons (Pocock, 1894)	2181286	Paraphrynus laevifrons (Pocock, 1894)	33	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Amblypygi	1160	Phrynidae	7399	Paraphrynus	2181284	Paraphrynus laevifrons	2181286	NE
2184963	Argas brumpti Neumann, 1907	2184963	Argas brumpti Neumann, 1907	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Ixodida	1425	Argasidae	9168	Argas	2184982	Argas brumpti	2184963	NE
9926285	BOLD:AAL6453	9926285	BOLD:AAL6453	3	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10087075	BOLD:AAM0840	10087075	BOLD:AAM0840	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10345283	BOLD:AAI9344	10345283	BOLD:AAI9344	4	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10561202	BOLD:AAM0023	10561202	BOLD:AAM0023	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10811115	BOLD:ADX4295	10811115	BOLD:ADX4295	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Holothyrida	373							
2151334	Dolichognatha pentagona (Hentz, 1850)	2151334	Dolichognatha pentagona (Hentz, 1850)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Tetragnathidae	2151272	Dolichognatha	2151319	Dolichognatha pentagona	2151334	NE
2159058	Mangora passiva (O.Pickard-Cambridge, 1889)	2159058	Mangora passiva (O.Pickard-Cambridge, 1889)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Araneidae	7359	Mangora	2159042	Mangora passiva	2159058	NE
2160592	Eustala guttata F.O.Pickard-Cambridge, 1904	2160592	Eustala guttata F.O.Pickard-Cambridge, 1904	8	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Araneidae	7359	Eustala	2160527	Eustala guttata	2160592	NE
2163977	Ericaella longipes (Chickering, 1937)	2163977	Ericaella longipes (Chickering, 1937)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Cheiracanthiidae	10470525	Ericaella	2163975	Ericaella longipes	2163977	NE
4303016	Scorpionidae	4303016	Scorpionidae	2	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Scorpiones	872	Scorpionidae	4303016					
4654794	Nycteridocaulus Atyeo, 1966	4654794	Nycteridocaulus Atyeo, 1966	27	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Proctophyllodidae	3252814	Nycteridocaulus	4654794			
9929488	BOLD:AAL6075	9929488	BOLD:AAL6075	3	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
2147091	Arctosa Koch, 1847	2147091	Arctosa Koch, 1847	4	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Lycosidae	3417	Arctosa	2147091			NE
2156081	Episinus Walckenaer, 1809	2156081	Episinus Walckenaer, 1809	2	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Episinus	2156081			
2158821	Neoscona nautica (L.Koch, 1875)	2158821	Neoscona nautica (L.Koch, 1875)	12	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Araneidae	7359	Neoscona	2158815	Neoscona nautica	2158821	NE
2167408	Mimetus saetosus Chickering, 1956	2167408	Mimetus saetosus Chickering, 1956	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Mimetidae	9563	Mimetus	2167400	Mimetus saetosus	2167408	NE
10569675	BOLD:AAL9826	10569675	BOLD:AAL9826	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Linyphiidae	3415	Dubiaranea	2138106			
10607844	BOLD:AAW7696	10607844	BOLD:AAW7696	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
2140648	Oonops pulcher Templeton, 1835	2140648	Oonops pulcher Templeton, 1835	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Oonopidae	6185	Oonops	2140586	Oonops pulcher	2140648	NE
2157175	Ameridion plantatum (Levi, 1959)	2157175	Ameridion plantatum (Levi, 1959)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Ameridion	2157171	Ameridion plantatum	2157175	NE
2160209	Araneus galero Levi, 1991	2160209	Araneus galero Levi, 1991	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Araneidae	7359	Araneus	2159718	Araneus galero	2160209	NE
2160530	Eustala histrio Mello-Leitão, 1948	2160530	Eustala histrio Mello-Leitão, 1948	11	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Araneidae	7359	Eustala	2160527	Eustala histrio	2160530	NE
2169610	Metaphidippus facetus Chickering, 1946	2169610	Metaphidippus facetus Chickering, 1946	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Metaphidippus	2169535	Metaphidippus facetus	2169610	NE
4651498	Echimyopus Fain, 1967	4651498	Echimyopus Fain, 1967	114	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Echimyopodidae	6099	Echimyopus	4651498			
10452701	BOLD:AAL6062	10452701	BOLD:AAL6062	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
11146065	Pseudoschoengastia abditiva Brennan, 1960	11146065	Pseudoschoengastia abditiva Brennan, 1960	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Trombidiformes	543	Trombiculidae	2803	Pseudoschoengastia	4654368	Pseudoschoengastia abditiva	11146065	NE
7097	Laelaptidae	2832	Laelapidae	6	FAMILY	SYNONYM	Animalia	1	Arthropoda	54	Arachnida	367	Mesostigmata	1109	Laelapidae	2832					
2142563	Miagrammopes aspinatus Chickering, 1968	2142563	Miagrammopes aspinatus Chickering, 1968	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Uloboridae	3326	Miagrammopes	2142554	Miagrammopes aspinatus	2142563	NE
2172914	Uluella formosa Chickering, 1946	2172914	Uluella formosa Chickering, 1946	10	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Uluella	2172913	Uluella formosa	2172914	NE
6906754	Eucynortula sexpunctata Goodnight & Goodnight, 1942	6906751	Eucynortula nannocornuta (Chamberlin, 1925)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Arachnida	367	Opiliones	907	Cosmetidae	3253433	Eucynortula	4666528	Eucynortula nannocornuta	6906751	NE
8413984	Costarina cerrocol Platnick & Berniker, 2014	8413984	Costarina cerrocol Platnick & Berniker, 2014	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Oonopidae	6185	Costarina	7904098	Costarina cerrocol	8413984	NE
11122357	Trombicula cavernarum Ewing, 1933	11122357	Trombicula cavernarum Ewing, 1933	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Trombidiformes	543	Trombiculidae	2803	Trombicula	8453766	Trombicula cavernarum	11122357	NE
3402	Corinnidae	3402	Corinnidae	14	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Corinnidae	3402					NE
2155778	Euryopis pickardi Levi, 1963	2155778	Euryopis pickardi Levi, 1963	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Euryopis	2155755	Euryopis pickardi	2155778	NE
2157964	Lasaeola Simon, 1881	2157964	Lasaeola Simon, 1881	6	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Lasaeola	2157964			NE
2159094	Mangora melanocephala (Taczanowski, 1874)	2159094	Mangora melanocephala (Taczanowski, 1874)	10	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Araneidae	7359	Mangora	2159042	Mangora melanocephala	2159094	NE
2165686	Tmarus probus Chickering, 1950	2165686	Tmarus probus Chickering, 1950	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Thomisidae	6163	Tmarus	2165560	Tmarus probus	2165686	NE
7956327	Agyneta plagiata (Banks, 1929)	7956327	Agyneta plagiata (Banks, 1929)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Linyphiidae	3415	Agyneta	2135681	Agyneta plagiata	7956327	NE
9992590	BOLD:AAM0484	9992590	BOLD:AAM0484	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10358945	BOLD:AAL6074	10358945	BOLD:AAL6074	6	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
9712	Damaeidae	9712	Damaeidae	5	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Damaeidae	9712					NE
2127732	Semeiochernes Beier, 1932	2127732	Semeiochernes Beier, 1932	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Pseudoscorpiones	1161	Chernetidae	3691	Semeiochernes	2127732			
2165610	Tmarus innumus Chickering, 1965	2165610	Tmarus innumus Chickering, 1965	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Thomisidae	6163	Tmarus	2165560	Tmarus innumus	2165610	NE
2165642	Tmarus intentus O.Pickard-Cambridge, 1892	2165642	Tmarus intentus O.Pickard-Cambridge, 1892	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Thomisidae	6163	Tmarus	2165560	Tmarus intentus	2165642	NE
2174259	Hamillus Peckham, 1896	2174259	Hamillus Peckham, 1896	1	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Arachnida	367					Hamillus	2174259			
2180728	Copidognathus Trouessart, 1888	2180728	Copidognathus Trouessart, 1888	3	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Trombidiformes	543	Halacaridae	7492	Copidognathus	2180728			
2181975	Histiostoma Kramer, 1876	2181975	Histiostoma Kramer, 1876	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Histiostomatidae	2843	Histiostoma	2181975			
4652676	Geomylichus Fain, 1970	4652676	Geomylichus Fain, 1970	2	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Listrophoridae	6093	Geomylichus	4652676			
10266869	BOLD:AAL9498	10266869	BOLD:AAL9498	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10403997	BOLD:AAK7451	10403997	BOLD:AAK7451	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
2132032	Eilica chickeringi Platnick, 1975	2132032	Eilica chickeringi Platnick, 1975	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Gnaphosidae	7370	Eilica	2132020	Eilica chickeringi	2132032	NE
2154719	Timbuka boquete Brescovit, 1997	2154719	Timbuka boquete Brescovit, 1997	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Anyphaenidae	7358	Timbuka	2154716	Timbuka boquete	2154719	NE
2156257	Chrysso albomaculata O.Pickard-Cambridge, 1882	2156257	Chrysso albomaculata O.Pickard-Cambridge, 1882	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Chrysso	2156197	Chrysso albomaculata	2156257	NE
2156532	Rhomphaea fictilium (Hentz, 1850)	2156532	Rhomphaea fictilium (Hentz, 1850)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Rhomphaea	2156526	Rhomphaea fictilium	2156532	NE
2164960	Neozimiris chickeringi Platnick & Shadab, 1976	2164960	Neozimiris chickeringi Platnick & Shadab, 1976	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Prodidomidae	5643	Neozimiris	2164955	Neozimiris chickeringi	2164960	NE
10102287	BOLD:AAL7536	10102287	BOLD:AAL7536	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10381864	BOLD:AAL6014	10381864	BOLD:AAL6014	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
2154840	Pippuhana donaldi (Chickering, 1940)	2154840	Pippuhana donaldi (Chickering, 1940)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Anyphaenidae	7358	Pippuhana	2154836	Pippuhana donaldi	2154840	NE
2173775	Descanso peregrinus Chickering, 1946	2173775	Descanso peregrinus Chickering, 1946	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Descanso	2173769	Descanso peregrinus	2173775	NE
2177624	Gorgasella eximia Chickering, 1946	2177624	Gorgasella eximia Chickering, 1946	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Gorgasella	2177623	Gorgasella eximia	2177624	NE
2184237	Amblyomma naponense Packard, 1869	2184237	Amblyomma naponense Packard, 1869	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Ixodida	1425	Ixodidae	9167	Amblyomma	7967293	Amblyomma naponense	2184237	NE
10002944	BOLD:AAL7081	10002944	BOLD:AAL7081	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
2163567	Epilineutes Coddington, 1986	2163567	Epilineutes Coddington, 1986	5	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiosomatidae	9584	Epilineutes	2163567			
4407917	Euschoengastia Ewing, 1938	4407917	Euschoengastia Ewing, 1938	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Trombidiformes	543	Trombiculidae	2803	Euschoengastia	4407917			
4651419	Nycteriglyphites Fain, Lukoschus & Whitaker, 1982	4651419	Nycteriglyphites Fain, Lukoschus & Whitaker, 1982	1	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Rosensteiniidae	4547376	Nycteriglyphites	4651419			
6911393	Alexfainia chilonycteris Yunker & Jones, 1961	6911393	Alexfainia chilonycteris Yunker & Jones, 1961	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Trombidiformes	543	Trombiculidae	2803	Alexfainia	4661078	Alexfainia chilonycteris	6911393	NE
2144417	Cicurina Menge, 1871	2144417	Cicurina Menge, 1871	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Hahniidae	7386	Cicurina	2144417			
2159591	Micrathena sexspinosa (Hahn, 1822)	2159591	Micrathena sexspinosa (Hahn, 1822)	187	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Araneidae	7359	Micrathena	2159531	Micrathena sexspinosa	2159591	NE
2163945	Syrisca Simon, 1886	2163945	Syrisca Simon, 1886	3	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Miturgidae	5632	Syrisca	2163945			
4660850	Acinogaster Cross, 1965	4660850	Acinogaster Cross, 1965	730	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Arachnida	367	Trombidiformes	543	Pygmephoridae	2806	Acinogaster	4660850			
5171161	Wagneriana grandicornis Mello-Leitão, 1935	5171161	Wagneriana grandicornis Mello-Leitão, 1935	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Araneidae	7359	Wagneriana	2160415	Wagneriana grandicornis	5171161	NE
6717571	Scaphiella hone Platnick & Dupérré, 2010	6717571	Scaphiella hone Platnick & Dupérré, 2010	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Oonopidae	6185	Scaphiella	2140210	Scaphiella hone	6717571	NE
7999883	Xanthofreya Edwards, 2015	7999883	Xanthofreya Edwards, 2015	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Xanthofreya	7999883			
11181350	Quindina albomarginis (Chamberlin, 1925)	11181350	Quindina albomarginis (Chamberlin, 1925)	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Opiliones	907	Nomoclastidae	11197334	Quindina	4665450	Quindina albomarginis	11181350	NE
12182575	Tapinauchenius herrerai Gabriel & Sherwood, 2022	12182575	Tapinauchenius herrerai Gabriel & Sherwood, 2022	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theraphosidae	5650	Tapinauchenius	2153893	Tapinauchenius herrerai	12182575	NE
4653758	Tinamoglyphus Gaud, Atyeo & Berla, 1972	4653758	Tinamoglyphus Gaud, Atyeo & Berla, 1972	1	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Dermoglyphidae	4547377	Tinamoglyphus	4653758			
6908405	Phareicranaus ornatus Roewer, 1932	6908405	Phareicranaus ornatus Roewer, 1932	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Opiliones	907	Cranaidae	4661417	Phareicranaus	4661418	Phareicranaus ornatus	6908405	NE
12232970	BOLD:AER5676	12232970	BOLD:AER5676	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
2132113	Cesonia boca Platnick & Shadab, 1980	2132113	Cesonia boca Platnick & Shadab, 1980	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Gnaphosidae	7370	Cesonia	2132103	Cesonia boca	2132113	NE
2148891	Myrmecotypus rettenmeyeri Unzicker, 1965	2148891	Myrmecotypus rettenmeyeri Unzicker, 1965	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Corinnidae	3402	Myrmecotypus	2148884	Myrmecotypus rettenmeyeri	2148891	NE
2157791	Exalbidion rufipunctum (Levi, 1959)	2157791	Exalbidion rufipunctum (Levi, 1959)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Exalbidion	2157788	Exalbidion rufipunctum	2157791	NE
2174656	Phiale bilobata (F.O.Pickard-Cambridge, 1901)	7607856	Pachomius bilobatus (F.O.Pickard-Cambridge, 1901)	21	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Pachomius	2173971	Pachomius bilobatus	7607856	NE
4652200	Garsaultia Oudemans, 1916	4652200	Garsaultia Oudemans, 1916	1	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Acaridae	6102	Garsaultia	4652200			
5169671	Corinna bulbosa F.O.Pickard-Cambridge, 1899	5169671	Corinna bulbosa F.O.Pickard-Cambridge, 1899	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Corinnidae	3402	Corinna	2148575	Corinna bulbosa	5169671	NE
9863998	BOLD:AAM0722	9863998	BOLD:AAM0722	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
9953832	BOLD:AAL6342	9953832	BOLD:AAL6342	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10139873	BOLD:AAL6530	10139873	BOLD:AAL6530	3	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10424908	BOLD:AAM0712	10424908	BOLD:AAM0712	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
2125043	Pachyolpium isolatum (R.V.Chamberlin, 1925)	2125043	Pachyolpium isolatum (R.V.Chamberlin, 1925)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Pseudoscorpiones	1161	Olpiidae	7646	Pachyolpium	2125026	Pachyolpium isolatum	2125043	NE
2149937	Pholcus phalangioides (Fuesslin, 1775)	2149937	Pholcus phalangioides (Fuesslin, 1775)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Pholcidae	5638	Pholcus	2149911	Pholcus phalangioides	2149937	NE
2159512	Pronous wixoides (Chamberlin & Ivie, 1936)	2159512	Pronous wixoides (Chamberlin & Ivie, 1936)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Araneidae	7359	Pronous	2159508	Pronous wixoides	2159512	NE
2165739	Tmarus cretatus Chickering, 1965	2165739	Tmarus cretatus Chickering, 1965	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Thomisidae	6163	Tmarus	2165560	Tmarus cretatus	2165739	NE
2185555	Asca von Heyden, 1826	2185555	Asca von Heyden, 1826	4	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Mesostigmata	1109	Ascidae	2833	Asca	2185555			
4651505	Coendalges Fain & Mendez, 1979	4651505	Coendalges Fain & Mendez, 1979	20	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Lobalgidae	4651504	Coendalges	4651505			
5170014	Thaumasia argenteonotata (Simon, 1898)	5170014	Thaumasia argenteonotata (Simon, 1898)	10	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Pisauridae	5641	Thaumasia	2151047	Thaumasia argenteonotata	5170014	NE
2832	Laelapidae	2832	Laelapidae	10	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Mesostigmata	1109	Laelapidae	2832					
2152166	Chrysometa poas Levi, 1986	2152166	Chrysometa poas Levi, 1986	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Tetragnathidae	2151272	Chrysometa	2152076	Chrysometa poas	2152166	NE
2152207	Glenognatha Simon, 1887	2152207	Glenognatha Simon, 1887	8	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Tetragnathidae	2151272	Glenognatha	2152207			
2167044	Strophius fidelis Mello-Leitão, 1929	2167044	Strophius fidelis Mello-Leitão, 1929	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Thomisidae	6163	Strophius	2167038	Strophius fidelis	2167044	NE
3253791	Trachytidae	3253791	Trachytidae	4	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Mesostigmata	1109	Trachytidae	3253791					
5169822	Metagonia delicata (O.Pickard-Cambridge, 1895)	5169822	Metagonia delicata (O.Pickard-Cambridge, 1895)	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Pholcidae	5638	Metagonia	2150369	Metagonia delicata	5169822	NE
7828346	Peucetia rubricapilla Petrunkevitch, 1925	2178540	Peucetia viridans (Hentz, 1832)	2	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Oxyopidae	5636	Peucetia	2178530	Peucetia viridans	2178540	NE
8453766	Trombicula Berlese, 1905	8453766	Trombicula Berlese, 1905	5	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Trombidiformes	543	Trombiculidae	2803	Trombicula	8453766			
9411600	Phalacrodectes whartoni Fain, 1967	9411600	Phalacrodectes whartoni Fain, 1967	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Hypoderatidae	6096	Phalacrodectes	10900568	Phalacrodectes whartoni	9411600	NE
9838608	BOLD:AAL6202	9838608	BOLD:AAL6202	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10397573	BOLD:AAL6234	10397573	BOLD:AAL6234	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10496455	BOLD:AAM0250	10496455	BOLD:AAM0250	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
7440	Liacaridae	7440	Liacaridae	3	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Liacaridae	7440					NE
