taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
1161	Pseudoscorpiones	1161	Pseudoscorpiones	2	ORDER	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Pseudoscorpiones	1161							NE
2142610	Miagrammopes intempus Chickering, 1968	2142610	Miagrammopes intempus Chickering, 1968	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Uloboridae	3326	Miagrammopes	2142554	Miagrammopes intempus	2142610	NE
2156458	Dipoena duodecimpunctata Chickering, 1943	2156458	Dipoena duodecimpunctata Chickering, 1943	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Dipoena	2156358	Dipoena duodecimpunctata	2156458	NE
2157893	Ariamnes attenuatus O.Pickard-Cambridge, 1881	2157893	Ariamnes attenuatus O.Pickard-Cambridge, 1881	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Ariamnes	2157876	Ariamnes attenuatus	2157893	NE
2171329	Messua Peckham & Peckham, 1896	2171329	Messua Peckham & Peckham, 1896	13	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Messua	2171329			
2179712	Actinopus Perty, 1833	2179712	Actinopus Perty, 1833	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Actinopodidae	7352	Actinopus	2179712			
10237910	BOLD:AAM0904	10237910	BOLD:AAM0904	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10482838	BOLD:AAM0893	10482838	BOLD:AAM0893	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
2140425	Ischnothyreus Simon, 1892	2140425	Ischnothyreus Simon, 1892	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Oonopidae	6185	Ischnothyreus	2140425			NE
2153360	Senoculus iricolor (Simon, 1880)	2153360	Senoculus iricolor (Simon, 1880)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Senoculidae	5646	Senoculus	2153332	Senoculus iricolor	2153360	NE
2154669	Josa nigrifrons (Simon, 1897)	2154669	Josa nigrifrons (Simon, 1897)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Anyphaenidae	7358	Josa	2154654	Josa nigrifrons	2154669	NE
2165674	Tmarus vitusus Chickering, 1965	2165674	Tmarus vitusus Chickering, 1965	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Thomisidae	6163	Tmarus	2165560	Tmarus vitusus	2165674	NE
2194436	Hoplophorella Berlese, 1923	2194436	Hoplophorella Berlese, 1923	3	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Phthiracaridae	3639	Hoplophorella	2194436			
5168912	Scytodes intricata Banks, 1909	5168912	Scytodes intricata Banks, 1909	13	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Scytodidae	9573	Scytodes	2143320	Scytodes intricata	5168912	NE
9869192	BOLD:AAL6198	9869192	BOLD:AAL6198	4	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10263627	BOLD:AAL6196	10263627	BOLD:AAL6196	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10577499	BOLD:AAL6276	10577499	BOLD:AAL6276	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Araneidae	7359	Eustala	2160527			
2153332	Senoculus Taczanowski, 1872	2153332	Senoculus Taczanowski, 1872	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Senoculidae	5646	Senoculus	2153332			
2157185	Ameridion lathropi (Levi, 1959)	2157185	Ameridion lathropi (Levi, 1959)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Ameridion	2157171	Ameridion lathropi	2157185	NE
2163789	Ummidia erema (Chamberlin, 1925)	2163789	Ummidia erema (Chamberlin, 1925)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Halonoproctidae	10488147	Ummidia	2163771	Ummidia erema	2163789	NE
2169889	Corythalia opima (G.W.Peckham & E.G.Peckham, 1885)	2169889	Corythalia opima (G.W.Peckham & E.G.Peckham, 1885)	12	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Corythalia	2169879	Corythalia opima	2169889	NE
2177326	Titanattus paganus Chickering, 1946	2177326	Titanattus paganus Chickering, 1946	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Titanattus	2177317	Titanattus paganus	2177326	NE
4407657	Holostaspella A.Berlese, 1903	4407657	Holostaspella A.Berlese, 1903	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Mesostigmata	1109	Macrochelidae	2831	Holostaspella	4407657			
4549620	Trematuridae	4549620	Trematuridae	6	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Mesostigmata	1109	Trematuridae	4549620					
6906845	Paecilaema inerme (Banks, 1909)	11133165	Meterginoides inermis (Banks, 1909)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Arachnida	367	Opiliones	907	Cosmetidae	3253433	Meterginoides	4663351	Meterginoides inermis	11133165	NE
8352255	Spintharus hentzi Levi, 1955	2156525	Spintharus flavidus Hentz, 1850	2	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Spintharus	2156522	Spintharus flavidus	2156525	NE
9963824	BOLD:AAL9848	9963824	BOLD:AAL9848	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10233109	BOLD:AAL6603	10233109	BOLD:AAL6603	3	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10458810	BOLD:AAL6924	10458810	BOLD:AAL6924	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10588158	BOLD:AAL7202	10588158	BOLD:AAL7202	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
12206002	Telegonus inflatio	12206002	Telegonus inflatio	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Scorpiones	872	Bothriuridae	3253180	Telegonus	3253302	Telegonus inflatio	12206002	NE
5644	Salticidae	5644	Salticidae	50	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644					NE
2154710	Katissa Brescovit, 1997	2154710	Katissa Brescovit, 1997	5	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Anyphaenidae	7358	Katissa	2154710			
2156028	Chrosiothes Simon, 1894	2156028	Chrosiothes Simon, 1894	46	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Chrosiothes	2156028			
2157193	Ameridion signum (Levi, 1959)	2157193	Ameridion signum (Levi, 1959)	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Ameridion	2157171	Ameridion signum	2157193	NE
2173312	Tylogonus chiriqui Galiano, 1994	2173312	Tylogonus chiriqui Galiano, 1994	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Tylogonus	2173299	Tylogonus chiriqui	2173312	NE
2173971	Pachomius Peckham & Peckham, 1896	2173971	Pachomius Peckham & Peckham, 1896	6	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Pachomius	2173971			
2178593	Hamataliwa globosa (F.O.Pickard-Cambridge, 1902)	2178593	Hamataliwa globosa (F.O.Pickard-Cambridge, 1902)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Oxyopidae	5636	Hamataliwa	2178577	Hamataliwa globosa	2178593	NE
6908952	Pachylicus hirsutus (Roewer, 1949)	6908952	Pachylicus hirsutus (Roewer, 1949)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Opiliones	907	Zalmoxidae	3253428	Pachylicus	4574486	Pachylicus hirsutus	6908952	NE
8215216	Centruroides edwardsii (Gervais, 1843)	8215216	Centruroides edwardsii (Gervais, 1843)	8	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Scorpiones	872	Buthidae	5848	Centruroides	3253199	Centruroides edwardsii	8215216	NE
10050028	BOLD:AAM0627	10050028	BOLD:AAM0627	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
2159566	Micrathena raimondi (Taczanowski, 1879)	2159566	Micrathena raimondi (Taczanowski, 1879)	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Araneidae	7359	Micrathena	2159531	Micrathena raimondi	2159566	NE
5170846	Thymoites illudens (Gertsch & Mulaik, 1936)	5170846	Thymoites illudens (Gertsch & Mulaik, 1936)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Thymoites	2156276	Thymoites illudens	5170846	NE
6904361	Nesopachylus monoceros Chamberlin, 1925	6904361	Nesopachylus monoceros Chamberlin, 1925	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Opiliones	907	Ampycidae	12180201	Nesopachylus	4660818	Nesopachylus monoceros	6904361	NE
8924233	Castianeira cubana (Banks, 1926)	8924233	Castianeira cubana (Banks, 1926)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Corinnidae	3402	Castianeira	2148926	Castianeira cubana	8924233	NE
2151925	Tetragnatha gertschi Chickering, 1957	2151925	Tetragnatha gertschi Chickering, 1957	10	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Tetragnathidae	2151272	Tetragnatha	2151693	Tetragnatha gertschi	2151925	NE
3252814	Proctophyllodidae	3252814	Proctophyllodidae	13	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Proctophyllodidae	3252814					
9949513	BOLD:ABY3933	9949513	BOLD:ABY3933	14	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Ixodida	1425	Ixodidae	9167	Amblyomma	7967293	Amblyomma calcaratum	2184136	
2122378	Cryptocellus gamboa Platnick & Shadab, 1981	2122378	Cryptocellus gamboa Platnick & Shadab, 1981	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Ricinulei	541	Ricinoididae	7397	Cryptocellus	2122372	Cryptocellus gamboa	2122378	NE
2133408	Cabanadrassus bifasciatus Mello-Leitão, 1941	2133408	Cabanadrassus bifasciatus Mello-Leitão, 1941	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Gnaphosidae	7370	Cabanadrassus	2133407	Cabanadrassus bifasciatus	2133408	NE
2139864	Melpomene O.Pickard-Cambridge, 1898	2139864	Melpomene O.Pickard-Cambridge, 1898	5	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Agelenidae	7353	Melpomene	2139864			
2152017	Tetragnatha sinuosa Chickering, 1957	2152017	Tetragnatha sinuosa Chickering, 1957	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Tetragnathidae	2151272	Tetragnatha	2151693	Tetragnatha sinuosa	2152017	NE
4653039	Heterocheylidae	4653039	Heterocheylidae	2	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Trombidiformes	543	Heterocheylidae	4653039					
10409660	BOLD:AAM0248	10409660	BOLD:AAM0248	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
2142088	Amaloxenops Schiapelli & Gerschman, 1958	2142088	Amaloxenops Schiapelli & Gerschman, 1958	5	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Hahniidae	7386	Amaloxenops	2142088			
2144678	Thallumetus pullus Chickering, 1952	2144678	Thallumetus pullus Chickering, 1952	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Dictynidae	3407	Thallumetus	2144669	Thallumetus pullus	2144678	NE
2148277	Anapis keyserlingi Gertsch, 1941	2148277	Anapis keyserlingi Gertsch, 1941	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Anapidae	7356	Anapis	2148261	Anapis keyserlingi	2148277	NE
2163512	Epeirotypus O.P.-Cambridge, 1894	2163512	Epeirotypus O.P.-Cambridge, 1894	32	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiosomatidae	9584	Epeirotypus	2163512			
2193416	Galumna Heyden, 1826	2193416	Galumna Heyden, 1826	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Galumnidae	7429	Galumna	2193416			NE
9842854	BOLD:ABY3619	9842854	BOLD:ABY3619	6	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Ixodida	1425	Ixodidae	9167	Ixodes	8326529	Ixodes affinis	5174225	
2149009	Castianeira alba Reiskind, 1969	2149009	Castianeira alba Reiskind, 1969	20	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Corinnidae	3402	Castianeira	2148926	Castianeira alba	2149009	NE
2156682	Theridion nudum Levi, 1959	2156682	Theridion nudum Levi, 1959	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Theridion	2156558	Theridion nudum	2156682	NE
2158909	Neoscona goliath (Benoit, 1963)	2158909	Neoscona goliath (Benoit, 1963)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Araneidae	7359	Neoscona	2158815	Neoscona goliath	2158909	NE
7782234	Steatoda lugubris (F.O.Pickard-Cambridge, 1902)	2157306	Steatoda autumnalis (Banks, 1898)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Steatoda	2157199	Steatoda autumnalis	2157306	NE
9855218	BOLD:AAL6831	9855218	BOLD:AAL6831	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10279242	BOLD:AAK7278	10279242	BOLD:AAK7278	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
2156525	Spintharus flavidus Hentz, 1850	2156525	Spintharus flavidus Hentz, 1850	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Spintharus	2156522	Spintharus flavidus	2156525	NE
2183473	Dermacentor latus Cooley, 1937	2183473	Dermacentor latus Cooley, 1937	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Ixodida	1425	Ixodidae	9167	Dermacentor	2184370	Dermacentor latus	2183473	NE
4407307	Brephosceles Hull, 1932	4407307	Brephosceles Hull, 1932	4	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Alloptidae	6101	Brephosceles	4407307			
6893888	Tityus championi Pocock, 1898	6893888	Tityus championi Pocock, 1898	9	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Scorpiones	872	Buthidae	5848	Tityus	2123713	Tityus championi	6893888	NE
7678244	Arctosa cheluncata Petrunkevitch, 1925	2147144	Arctosa minuta F.O.Pickard-Cambridge, 1902	4	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Lycosidae	3417	Arctosa	2147091	Arctosa minuta	2147144	NE
10134300	BOLD:AAL6967	10134300	BOLD:AAL6967	3	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10225017	BOLD:AAZ2557	10225017	BOLD:AAZ2557	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
2154452	Wulfila innoxius Chickering, 1940	2154452	Wulfila innoxius Chickering, 1940	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Anyphaenidae	7358	Wulfila	2154419	Wulfila innoxius	2154452	NE
2156401	Dipoena anas Levi, 1963	2156401	Dipoena anas Levi, 1963	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Dipoena	2156358	Dipoena anas	2156401	NE
2168070	Lyssomanes consimilis Banks, 1929	2168070	Lyssomanes consimilis Banks, 1929	9	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Lyssomanes	2167978	Lyssomanes consimilis	2168070	NE
2181932	Tyrophagus putrescentiae (Schrank, 1781)	2181932	Tyrophagus putrescentiae (Schrank, 1781)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Acaridae	6102	Tyrophagus	2181931	Tyrophagus putrescentiae	2181932	NE
4404793	Aetacarus Gaud & Atyeo, 1975	4404793	Aetacarus Gaud & Atyeo, 1975	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Gabuciniidae	4547356	Aetacarus	4404793			
4662466	Genoprotolichus Gaud & Atyeo, 1996	4662466	Genoprotolichus Gaud & Atyeo, 1996	1	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Pterolichidae	6091	Genoprotolichus	4662466			
9908603	BOLD:ABY3542	9908603	BOLD:ABY3542	16	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Ixodida	1425	Ixodidae	9167	Amblyomma	7967293	Amblyomma longirostre	2184140	
10207748	BOLD:ACH9243	10207748	BOLD:ACH9243	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Anelosimus	2157796	Anelosimus baeza	2157823	
10601865	BOLD:AAL6625	10601865	BOLD:AAL6625	4	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
2160556	Eustala vegeta (Keyserling, 1865)	2160556	Eustala vegeta (Keyserling, 1865)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Araneidae	7359	Eustala	2160527	Eustala vegeta	2160556	NE
2168226	Jollas pompatus (G.W.Peckham & E.G.Peckham, 1894)	2168226	Jollas pompatus (G.W.Peckham & E.G.Peckham, 1894)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Jollas	2168223	Jollas pompatus	2168226	NE
2174705	Phiale tristis Mello-Leitão, 1945	2174705	Phiale tristis Mello-Leitão, 1945	11	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Phiale	2174617	Phiale tristis	2174705	NE
4661202	Didelphilichus Fain, 1970	4661202	Didelphilichus Fain, 1970	2	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Atopomelidae	2253	Didelphilichus	4661202			
10266482	BOLD:AAL6142	10266482	BOLD:AAL6142	4	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
2148575	Corinna Koch, 1841	2148575	Corinna Koch, 1841	7	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Corinnidae	3402	Corinna	2148575			
2163578	Chthonos Coddington, 1986	2163578	Chthonos Coddington, 1986	20	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiosomatidae	9584	Chthonos	2163578			
2164501	Idiops Perty, 1833	2164501	Idiops Perty, 1833	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Idiopidae	7376	Idiops	2164501			
2165874	Stephanopoides simoni Keyserling, 1880	2165874	Stephanopoides simoni Keyserling, 1880	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Thomisidae	6163	Stephanopoides	2165872	Stephanopoides simoni	2165874	NE
2171305	Scopocira panamena Chamberlin & Ivie, 1936	2171296	Scopocira dentichelis Simon, 1900	64	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Scopocira	2171290	Scopocira dentichelis	2171296	NE
2140555	Opopaea deserticola Simon, 1892	2140555	Opopaea deserticola Simon, 1892	19	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Oonopidae	6185	Opopaea	2140516	Opopaea deserticola	2140555	NE
2152224	Glenognatha foxi (McCook, 1894)	2152224	Glenognatha foxi (McCook, 1894)	17	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Tetragnathidae	2151272	Glenognatha	2152207	Glenognatha foxi	2152224	NE
2154433	Wulfila spinosus Chickering, 1937	2154433	Wulfila spinosus Chickering, 1937	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Anyphaenidae	7358	Wulfila	2154419	Wulfila spinosus	2154433	NE
2159625	Micrathena macfarlanei Chickering, 1961	2159625	Micrathena macfarlanei Chickering, 1961	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Araneidae	7359	Micrathena	2159531	Micrathena macfarlanei	2159625	NE
2167430	Mimetus verecundus Chickering, 1947	2167430	Mimetus verecundus Chickering, 1947	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Mimetidae	9563	Mimetus	2167400	Mimetus verecundus	2167430	NE
2168213	Cyrene Peckham, 1894	2174996	Nycerella Galiano, 1982	10	GENUS	SYNONYM	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Nycerella	2174996			
2170914	Habronattus mexicanus (G.W.Peckham & E.G.Peckham, 1896)	2170914	Habronattus mexicanus (G.W.Peckham & E.G.Peckham, 1896)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Habronattus	2170715	Habronattus mexicanus	2170914	NE
5170000	Thaumasia heterogyna Chamberlin & Ivie, 1936	5170000	Thaumasia heterogyna Chamberlin & Ivie, 1936	25	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Pisauridae	5641	Thaumasia	2151047	Thaumasia heterogyna	5170000	NE
6892188	Cephalodiscus Berlese, 1916	6892187	Capitodiscus Vitzthum, 1931	1	GENUS	SYNONYM	Animalia	1	Arthropoda	54	Arachnida	367	Mesostigmata	1109	Trachyuropodidae	3253803	Capitodiscus	6892187			
7538321	Oonopoides pallidulus (Chickering, 1951)	7538321	Oonopoides pallidulus (Chickering, 1951)	22	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Oonopidae	6185	Oonopoides	2140392	Oonopoides pallidulus	7538321	NE
10096778	BOLD:AAL7843	10096778	BOLD:AAL7843	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Menemerus	2169039	Menemerus bivittatus	2169064	
10280072	BOLD:AAJ5536	10280072	BOLD:AAJ5536	6	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
2144350	Elaver multinotata (Chickering, 1937)	2144350	Elaver multinotata (Chickering, 1937)	27	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Clubionidae	3401	Elaver	2144322	Elaver multinotata	2144350	NE
2158043	Wamba O.Pickard-Cambridge, 1896	2158043	Wamba O.Pickard-Cambridge, 1896	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Wamba	2158043			
2169936	Corythalia obsoleta Banks, 1929	2169936	Corythalia obsoleta Banks, 1929	15	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Corythalia	2169879	Corythalia obsoleta	2169936	NE
2177321	Titanattus cretatus Chickering, 1946	2177321	Titanattus cretatus Chickering, 1946	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Titanattus	2177317	Titanattus cretatus	2177321	NE
2184033	Amblyomma ovale Koch, 1844	2184033	Amblyomma ovale Koch, 1844	10	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Ixodida	1425	Ixodidae	9167	Amblyomma	7967293	Amblyomma ovale	2184033	NE
9825460	BOLD:AAL6334	9825460	BOLD:AAL6334	4	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10120506	BOLD:AAL6186	10120506	BOLD:AAL6186	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Mimetidae	9563	Mimetus	2167400			
10165079	BOLD:AAM0021	10165079	BOLD:AAM0021	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
10437903	BOLD:AAH6683	10437903	BOLD:AAH6683	16	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Ixodida	1425	Ixodidae	9167	Amblyomma	7967293	Amblyomma tapirellum	2184358	
10491273	BOLD:AAL6284	10491273	BOLD:AAL6284	3	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496							
2156836	Theridion paraense Levi, 1963	2156836	Theridion paraense Levi, 1963	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theridiidae	9583	Theridion	2156558	Theridion paraense	2156836	NE
2178922	Oxyopes bifidus F.O.Pickard-Cambridge, 1902	2178922	Oxyopes bifidus F.O.Pickard-Cambridge, 1902	22	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Oxyopidae	5636	Oxyopes	2178655	Oxyopes bifidus	2178922	NE
2184575	Alectorobius puertoricensis Morel & Fauran, 1967	2184574	Carios puertoricensis Fox, 1947	2	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Arachnida	367	Ixodida	1425	Argasidae	9168	Carios	2184412	Carios puertoricensis	2184574	NE
4578097	Psyctrapus Roewer, 1933	4660411	Pellobunus Banks, 1905	3	GENUS	SYNONYM	Animalia	1	Arthropoda	54	Arachnida	367	Opiliones	907	Samoidae	4662037	Pellobunus	4660411			
