DNP	H4	122	-51	0	DNP
DNP	H5	113	-51	0	DNP
DNP	H6	107	-51	0	DNP
DNP	H7	116	-51	0	DNP
DNP	H8	119	-51	0	DNP
DNP	H9	110	-51	0	DNP
DNP	H2	107.67060089111328	-32.664398193359375	0	DNP
DNP	H3	119.15139770507813	-88.13800048828125	0	DNP
