                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     52,                 1.2959,                 1.1431,                 1.6674,                0.77203,                0.79118,                0.84322,                0.47423,                 1.1081,                 1.0682,                 1.3451,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.2806,                 1.0841,                 1.6546,                0.75302,                 0.7912,                0.82966,                0.47642,                 1.1069,                  1.227,                 1.3463,              0.0009704,              0.0009704,              0.0009704
                     54,                 1.3125,                 1.1199,                 1.6273,                0.77663,                0.76432,                 0.8215,                0.45856,                 1.1517,                 1.4653,                  1.362,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.2806,                 1.0997,                  1.612,                0.77056,                0.76888,                 0.8109,                0.47061,                  1.085,                 1.6803,                 1.3275,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.2597,                 1.0803,                 1.6113,                0.78803,                0.79118,                0.84565,                0.48024,                  1.112,                 1.0118,                 1.3271,               0.000911,               0.000911,               0.000911
                     57,                 1.2492,                 1.0626,                 1.5949,                0.79401,                0.76782,                0.83337,                0.46982,                 1.1043,                 1.1031,                 1.3367,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.2554,                 1.0487,                 1.6117,                0.78373,                0.77293,                0.83823,                 0.4813,                 1.0876,                 1.2637,                 1.3253,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.2603,                 1.0595,                   1.59,                0.77743,                0.78662,                 0.8319,                0.49033,                 1.0717,                 1.3825,                 1.3191,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.2449,                   1.06,                 1.5998,                0.79407,                0.79777,                0.84801,                0.50132,                 1.0724,                 1.0793,                 1.3158,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.2559,                 1.0575,                 1.5923,                0.76863,                0.77119,                0.83332,                0.48964,                 1.0597,                 1.3129,                 1.3041,               0.000812,               0.000812,               0.000812
                     62,                 1.2737,                 1.1017,                 1.6094,                0.78727,                0.78409,                0.84522,                0.49997,                 1.0835,                 1.0422,                 1.3245,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.2207,                 1.0298,                 1.5872,                0.78207,                0.77664,                0.83863,                0.48832,                 1.0966,                 1.1751,                 1.3291,              0.0007724,              0.0007724,              0.0007724
                     64,                 1.2392,                 1.0057,                 1.5943,                0.76095,                0.80943,                0.85114,                0.50378,                 1.0568,                 1.0827,                 1.2996,              0.0007526,              0.0007526,              0.0007526
                     65,                 1.2124,                 1.0495,                 1.5892,                  0.775,                0.80233,                0.85048,                0.50001,                 1.0507,                 1.0482,                 1.3034,              0.0007328,              0.0007328,              0.0007328
