                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                 4.2222,                 4.2102,                 3.3752,                      0,                      0,                      0,                      0,                 5.3692,                 5.3882,                 4.3283,             7.0865e-05,             7.0865e-05,             7.0865e-05
                     87,                 3.7835,                 3.6725,                 3.4957,                      0,                      0,                      0,                      0,                 5.3692,                 5.3882,                 4.3283,             6.7221e-05,             6.7221e-05,             6.7221e-05
                     88,                 3.4426,                 3.4308,                 3.5487,                      0,                      0,                      0,                      0,                 5.3727,                 5.4015,                 4.3388,             6.3472e-05,             6.3472e-05,             6.3472e-05
                     89,                 3.7485,                 3.4847,                 3.4223,                      0,                      0,                      0,                      0,                 5.3727,                 5.4015,                 4.3388,             5.9619e-05,             5.9619e-05,             5.9619e-05
                     90,                 3.4244,                 3.5127,                 3.8446,                      0,                      0,                      0,                      0,                 5.3727,                 5.4015,                 4.3388,             5.5662e-05,             5.5662e-05,             5.5662e-05
                     91,                 3.5844,                 3.9598,                 3.4302,                      0,                      0,                      0,                      0,                 5.3727,                 5.4015,                 4.3388,             5.1601e-05,             5.1601e-05,             5.1601e-05
                     92,                 3.0955,                 3.6788,                 3.6449,                      0,                      0,                      0,                      0,                 5.3707,                 5.3926,                 4.3323,             4.7435e-05,             4.7435e-05,             4.7435e-05
                     93,                 2.9041,                 3.4948,                 3.7651,                      0,                      0,                      0,                      0,                 5.3707,                 5.3926,                 4.3323,             4.3166e-05,             4.3166e-05,             4.3166e-05
                     94,                  2.851,                 3.3932,                 3.8698,                      0,                      0,                      0,                      0,                 5.3707,                 5.3926,                 4.3323,             3.8792e-05,             3.8792e-05,             3.8792e-05
                     95,                 3.8308,                 4.3987,                 3.1529,                      0,                      0,                      0,                      0,                 5.3707,                 5.3926,                 4.3323,             3.4314e-05,             3.4314e-05,             3.4314e-05
                     96,                 3.1035,                 3.7905,                 3.6875,                      0,                      0,                      0,                      0,                 5.3693,                 5.3828,                 4.3254,             2.9732e-05,             2.9732e-05,             2.9732e-05
                     97,                 3.0879,                 3.6191,                 3.7785,                      0,                      0,                      0,                      0,                 5.3693,                 5.3828,                 4.3254,             2.5046e-05,             2.5046e-05,             2.5046e-05
                     98,                 3.7735,                 4.5034,                 3.3301,                      0,                      0,                      0,                      0,                 5.3693,                 5.3828,                 4.3254,             2.0256e-05,             2.0256e-05,             2.0256e-05
                     99,                 3.0864,                 3.7162,                 3.5114,                      0,                      0,                      0,                      0,                 5.3693,                 5.3828,                 4.3254,             1.5361e-05,             1.5361e-05,             1.5361e-05
                    100,                  3.445,                 3.7515,                 3.4388,                      0,                      0,                      0,                      0,                 5.3636,                 5.3514,                 4.3059,             1.0363e-05,             1.0363e-05,             1.0363e-05
