                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.5109,                 1.0943,                 1.8497,                 0.8409,                0.62431,                0.73798,                 0.3774,                 1.6914,                 1.3496,                 2.2133,              0.0015446,              0.0015446,              0.0015446
                     25,                  1.551,                 1.0692,                 1.8503,                0.88815,                0.65803,                 0.8166,                0.44749,                 1.6241,                 1.1736,                 2.0866,              0.0015248,              0.0015248,              0.0015248
                     26,                 1.5738,                 1.0892,                 1.9302,                0.87896,                0.71547,                0.81317,                0.43214,                  1.645,                 1.2985,                  2.223,               0.001505,               0.001505,               0.001505
                     27,                 1.5485,                 1.0746,                 1.8946,                0.88594,                0.67127,                0.79849,                0.43025,                 1.6369,                 1.2521,                 2.1613,              0.0014852,              0.0014852,              0.0014852
                     28,                 1.5195,                0.98812,                 1.7973,                0.83278,                0.71538,                0.81111,                0.45363,                 1.5842,                 1.1282,                 2.1158,              0.0014654,              0.0014654,              0.0014654
                     29,                 1.5266,                 1.0371,                 1.8712,                0.88342,                0.70994,                0.83273,                0.45284,                 1.6358,                 1.1412,                 2.1394,              0.0014456,              0.0014456,              0.0014456
                     30,                 1.4719,                0.94937,                 1.8344,                0.86399,                0.71945,                0.84462,                0.46859,                 1.5382,                 1.0452,                 2.0737,              0.0014258,              0.0014258,              0.0014258
                     31,                 1.5062,                 1.0008,                 1.8066,                0.91228,                0.63208,                0.76126,                0.41607,                  1.552,                 1.2213,                 2.0879,               0.001406,               0.001406,               0.001406
                     32,                 1.4869,                 0.9984,                 1.8879,                 0.8795,                0.68549,                0.82004,                0.43843,                 1.6405,                 1.1842,                 2.1229,              0.0013862,              0.0013862,              0.0013862
                     33,                 1.4892,                0.93675,                  1.826,                0.84734,                0.73595,                0.84619,                0.46951,                 1.5511,                 1.0175,                 2.0322,              0.0013664,              0.0013664,              0.0013664
                     34,                 1.4385,                0.94521,                  1.837,                0.84715,                0.70428,                0.81027,                0.43026,                 1.6772,                  1.095,                 2.1233,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.4851,                0.94807,                 1.7677,                0.81548,                0.71823,                0.82983,                0.46586,                 1.5291,                 1.0795,                 2.0179,              0.0013268,              0.0013268,              0.0013268
                     36,                 1.5123,                0.98811,                 1.8504,                0.80732,                0.66575,                0.79167,                0.42707,                 1.5793,                 1.2837,                 2.0639,               0.001307,               0.001307,               0.001307
                     37,                 1.4893,                0.91782,                 1.8171,                0.83845,                0.73119,                0.84014,                0.47836,                 1.5173,                  1.014,                 2.0353,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.4269,                0.91513,                  1.719,                0.67077,                0.49724,                0.57635,                0.31792,                 1.6474,                 1.6927,                 2.1655,              0.0012674,              0.0012674,              0.0012674
                     39,                  1.488,                0.91312,                 1.7804,                0.81153,                0.77348,                0.84137,                0.47704,                 1.5261,                0.97984,                 2.0352,              0.0012476,              0.0012476,              0.0012476
                     40,                 1.4461,                0.89747,                 1.8079,                0.87642,                0.64365,                0.78487,                0.45045,                 1.5591,                 1.0091,                 2.0547,              0.0012278,              0.0012278,              0.0012278
                     41,                  1.447,                0.89356,                 1.7592,                0.85628,                0.65836,                 0.7883,                0.44963,                 1.5257,                 1.1058,                 2.0498,               0.001208,               0.001208,               0.001208
                     42,                 1.4296,                0.89858,                 1.7725,                0.86419,                0.70994,                0.84054,                0.46776,                 1.5544,                 1.0855,                 2.0423,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.4825,                 0.9285,                 1.7723,                0.82733,                0.72796,                0.82476,                0.45327,                 1.5753,                 1.0558,                 2.0664,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.4058,                0.85244,                 1.7889,                0.80178,                0.79335,                0.86478,                0.50404,                 1.4387,                0.88186,                  2.016,              0.0011486,              0.0011486,              0.0011486
                     45,                 1.4142,                0.85961,                 1.7572,                0.86401,                0.75691,                0.85825,                0.49302,                 1.5106,                0.88082,                 2.0179,              0.0011288,              0.0011288,              0.0011288
                     46,                 1.4174,                0.82919,                 1.7126,                0.87696,                0.68911,                0.83033,                0.45815,                 1.5727,                0.89837,                 2.0339,               0.001109,               0.001109,               0.001109
                     47,                 1.4147,                0.84466,                  1.778,                 0.8347,                0.73931,                0.85239,                0.47267,                 1.5471,                0.89976,                 2.0342,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.4042,                0.80953,                 1.6868,                0.86508,                0.77348,                0.88197,                0.50801,                 1.5056,                0.85648,                 2.0226,              0.0010694,              0.0010694,              0.0010694
                     49,                 1.3863,                0.80744,                 1.8188,                0.86666,                0.72928,                0.86254,                0.48804,                  1.524,                0.84255,                 2.0491,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.3895,                0.81936,                 1.7199,                0.87704,                0.74033,                0.83247,                 0.4681,                 1.5434,                0.93569,                 2.0478,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.4031,                0.80447,                 1.6829,                0.87043,                0.74033,                0.84484,                0.47567,                 1.5452,                0.93444,                 2.0136,                0.00101,                0.00101,                0.00101
                     52,                 1.3955,                0.82739,                 1.7313,                 0.8695,                0.76796,                 0.8729,                0.50404,                 1.4819,                0.85758,                 2.0025,              0.0009902,              0.0009902,              0.0009902
                     53,                  1.368,                0.79003,                 1.7121,                0.85378,                0.75691,                0.86406,                 0.4912,                 1.4948,                0.85991,                  1.974,              0.0009704,              0.0009704,              0.0009704
                     54,                 1.3994,                  0.778,                 1.7576,                0.87154,                0.76243,                0.85902,                0.49948,                 1.5017,                0.87314,                  2.001,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.3688,                0.80583,                 1.7381,                 0.8821,                0.75691,                0.87241,                0.49635,                 1.4944,                0.85941,                 2.0086,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.3773,                0.75784,                 1.7241,                0.89517,                0.73481,                0.84135,                0.47791,                 1.5173,                0.85394,                 2.0382,               0.000911,               0.000911,               0.000911
                     57,                 1.3743,                0.76086,                 1.7093,                0.81661,                0.79282,                0.85143,                0.48119,                   1.48,                0.86809,                 2.0147,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.3773,                0.76997,                 1.7259,                0.85892,                0.77367,                0.84945,                0.48373,                 1.4907,                 0.8733,                 2.0198,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.3262,                0.75025,                 1.6738,                 0.8909,                0.76694,                0.87856,                 0.5093,                  1.467,                0.84514,                 1.9663,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.3627,                0.78487,                 1.7326,                0.87469,                0.75205,                0.87206,                0.50503,                 1.4881,                 0.8652,                 1.9825,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.3548,                0.75172,                 1.7057,                0.87027,                0.76243,                0.87796,                0.51081,                 1.4639,                0.82069,                 1.9804,               0.000812,               0.000812,               0.000812
                     62,                 1.3771,                0.77346,                 1.7357,                0.79269,                0.70772,                0.80486,                0.45664,                 1.5459,                0.92432,                 2.0321,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.3415,                0.74882,                 1.6379,                0.86897,                 0.7511,                0.87237,                0.51765,                 1.4369,                0.81972,                 1.9733,              0.0007724,              0.0007724,              0.0007724
                     64,                  1.326,                0.75159,                 1.6459,                0.88835,                0.75691,                0.87532,                0.51607,                 1.4426,                0.84154,                  1.967,              0.0007526,              0.0007526,              0.0007526
                     65,                 1.3492,                0.74417,                 1.6546,                0.84485,                0.78453,                0.87204,                0.50761,                 1.4753,                0.78764,                 1.9821,              0.0007328,              0.0007328,              0.0007328
                     66,                 1.3323,                0.74254,                 1.7154,                0.84011,                0.73757,                0.83611,                0.48995,                 1.4835,                0.84463,                 1.9851,               0.000713,               0.000713,               0.000713
                     67,                 1.3295,                0.75249,                 1.7251,                0.88906,                0.77485,                0.88626,                0.52345,                 1.4243,                0.79342,                 2.0102,              0.0006932,              0.0006932,              0.0006932
                     68,                 1.3009,                0.69549,                 1.6599,                0.85722,                0.59669,                0.75927,                0.40911,                 1.6582,                 1.3474,                 2.1599,              0.0006734,              0.0006734,              0.0006734
                     69,                 1.3129,                0.72717,                 1.6708,                0.84751,                0.77348,                0.86871,                0.51933,                 1.4424,                0.84839,                 1.9956,              0.0006536,              0.0006536,              0.0006536
                     70,                 1.3152,                0.73553,                 1.6471,                0.88229,                0.77624,                0.87286,                0.51663,                 1.4199,                0.78624,                 1.9685,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.3273,                 0.7219,                 1.7075,                0.86004,                0.77348,                0.88114,                0.52032,                 1.4328,                0.84255,                 1.9713,               0.000614,               0.000614,               0.000614
                     72,                 1.2893,                0.72152,                 1.6016,                0.90773,                0.76092,                0.87501,                0.51272,                 1.4359,                0.83118,                 1.9754,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.3436,                0.73218,                 1.7076,                0.90025,                0.74794,                0.87631,                0.51137,                 1.4421,                0.81381,                 1.9621,              0.0005744,              0.0005744,              0.0005744
                     74,                 1.3146,                0.70782,                 1.7179,                0.88954,                0.68785,                0.80954,                0.45341,                 1.4882,                0.88376,                 2.0791,              0.0005546,              0.0005546,              0.0005546
                     75,                 1.2972,                0.72666,                 1.6425,                0.87291,                0.76243,                0.87314,                0.50848,                  1.458,                0.79899,                 1.9749,              0.0005348,              0.0005348,              0.0005348
                     76,                 1.2856,                0.71642,                 1.6729,                 0.8785,                0.77898,                0.87464,                0.51618,                 1.4351,                0.83152,                 1.9811,               0.000515,               0.000515,               0.000515
                     77,                  1.306,                 0.7161,                 1.6472,                0.87328,                0.78052,                0.88021,                0.51446,                 1.4187,                0.82325,                 1.9485,              0.0004952,              0.0004952,              0.0004952
                     78,                 1.2736,                 0.6981,                 1.6388,                0.90227,                0.76519,                0.88406,                0.52619,                 1.3864,                0.84306,                 1.9598,              0.0004754,              0.0004754,              0.0004754
                     79,                 1.3207,                0.72432,                 1.6541,                0.88865,                0.77159,                 0.8842,                0.52754,                 1.4249,                0.79386,                 1.9799,              0.0004556,              0.0004556,              0.0004556
                     80,                 1.2497,                0.67806,                 1.6144,                 0.8831,                0.79302,                0.89593,                0.53463,                 1.4026,                0.76377,                 1.9687,              0.0004358,              0.0004358,              0.0004358
                     81,                 1.2761,                0.66775,                 1.6594,                0.90166,                0.78516,                0.89207,                0.52941,                 1.4309,                0.77406,                 1.9366,               0.000416,               0.000416,               0.000416
                     82,                 1.2728,                0.67509,                 1.6769,                0.94581,                0.72316,                0.88762,                0.52921,                 1.4141,                 0.7659,                 1.9465,              0.0003962,              0.0003962,              0.0003962
                     83,                 1.2311,                0.69354,                 1.5843,                0.88756,                0.77624,                0.88759,                0.53176,                 1.3993,                0.79184,                 1.9788,              0.0003764,              0.0003764,              0.0003764
                     84,                 1.2941,                0.70127,                 1.7211,                0.88705,                0.78102,                0.88166,                0.52684,                 1.4454,                0.78653,                 1.9647,              0.0003566,              0.0003566,              0.0003566
                     85,                 1.2561,                0.66452,                 1.6218,                0.90218,                0.75967,                0.88764,                0.52338,                 1.4459,                0.78693,                 1.9797,              0.0003368,              0.0003368,              0.0003368
                     86,                 1.2594,                0.69083,                 1.6066,                0.83583,                0.81215,                0.87632,                0.51743,                 1.4317,                0.79696,                  1.948,               0.000317,               0.000317,               0.000317
                     87,                 1.2528,                 0.6554,                 1.6411,                0.89111,                0.75967,                 0.8734,                0.51687,                 1.4063,                0.79577,                 1.9589,              0.0002972,              0.0002972,              0.0002972
                     88,                 1.2966,                0.69308,                 1.6285,                0.88246,                0.79282,                0.89744,                 0.5351,                 1.4099,                0.74205,                 1.9481,              0.0002774,              0.0002774,              0.0002774
                     89,                 1.2874,                0.68621,                 1.6647,                0.86702,                0.81768,                 0.9038,                0.54076,                 1.4012,                0.75723,                 1.9552,              0.0002576,              0.0002576,              0.0002576
                     90,                 1.2556,                0.68699,                 1.6656,                0.81753,                0.87017,                0.89816,                0.53217,                 1.3976,                0.76839,                 1.9389,              0.0002378,              0.0002378,              0.0002378
                     91,                 1.2317,                0.68376,                 1.7034,                0.82692,                 0.8315,                0.87732,                0.51478,                 1.4258,                0.85587,                 1.9532,               0.000218,               0.000218,               0.000218
                     92,                 1.2168,                0.66235,                 1.6579,                0.86395,                0.77624,                0.86911,                0.50511,                 1.4222,                0.84506,                 1.9775,              0.0001982,              0.0001982,              0.0001982
                     93,                 1.2279,                0.66199,                 1.6698,                0.87902,                0.79558,                0.88817,                0.53075,                 1.3922,                0.78011,                 1.9669,              0.0001784,              0.0001784,              0.0001784
                     94,                 1.1895,                0.63645,                 1.6765,                 0.8908,                0.78868,                 0.8898,                0.53469,                 1.3883,                0.74372,                 1.9406,              0.0001586,              0.0001586,              0.0001586
                     95,                 1.1986,                 0.6332,                 1.6242,                0.88694,                0.79834,                 0.8891,                0.54134,                 1.3788,                0.73381,                 1.9402,              0.0001388,              0.0001388,              0.0001388
                     96,                 1.2313,                0.66726,                 1.6924,                0.85364,                0.82873,                0.89229,                0.53593,                  1.396,                0.72945,                 1.9342,               0.000119,               0.000119,               0.000119
                     97,                 1.2212,                0.64345,                 1.6718,                0.84631,                0.82142,                0.88941,                0.53708,                 1.3918,                0.73943,                 1.9352,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                 1.1778,                0.62046,                 1.5849,                0.84579,                 0.8333,                 0.8913,                0.53647,                 1.3786,                 0.7427,                 1.9509,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                 1.1938,                0.63026,                 1.6522,                0.83405,                0.84807,                0.89551,                0.54258,                 1.3818,                0.73824,                 1.9695,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                 1.1697,                0.60918,                 1.6356,                0.83727,                 0.8453,                 0.8966,                0.54279,                 1.3842,                0.73278,                 1.9558,               3.98e-05,               3.98e-05,               3.98e-05
