                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     42,                 1.3976,                0.84979,                 1.7503,                0.85592,                0.74033,                0.85763,                0.46723,                  1.545,                0.95238,                 2.1095,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.4834,                0.89634,                 1.7666,                0.86731,                0.75836,                0.86515,                0.49306,                 1.5129,                0.93923,                 2.0665,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.4126,                0.84256,                 1.7982,                0.81437,                0.26796,                0.31179,                0.18868,                 1.8025,                 1.3287,                 2.3152,              0.0011486,              0.0011486,              0.0011486
                     45,                 1.4093,                0.85962,                 1.7566,                0.82065,                 0.3674,                0.43977,                0.24894,                 1.9459,                 1.6262,                  2.475,              0.0011288,              0.0011288,              0.0011288
                     46,                 1.4261,                0.82614,                  1.703,                0.84924,                0.79558,                0.86816,                0.50146,                 1.5497,                0.85057,                 1.9956,               0.001109,               0.001109,               0.001109
                     47,                 1.3886,                0.80691,                  1.764,                0.87064,                0.74366,                0.84949,                0.48049,                 1.4762,                0.94331,                 2.0093,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.4025,                0.80831,                 1.6838,                0.89035,                0.73204,                0.86219,                0.46976,                 1.5481,                0.93448,                 2.0538,              0.0010694,              0.0010694,              0.0010694
                     49,                 1.4105,                 0.8007,                 1.8243,                0.87232,                0.66575,                0.80525,                 0.4532,                 1.5611,                 1.0072,                 2.0451,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.3866,                0.82803,                 1.7138,                0.87973,                0.76796,                0.88061,                0.49523,                 1.4326,                0.86466,                 1.9942,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.4127,                0.81658,                 1.6956,                0.87172,                0.78177,                 0.8734,                0.50442,                 1.4864,                0.86221,                 2.0055,                0.00101,                0.00101,                0.00101
                     52,                 1.3862,                 0.7999,                 1.7208,                0.89189,                0.77485,                0.88581,                0.51558,                 1.4433,                0.85598,                 1.9742,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.3612,                0.80252,                 1.7079,                0.87045,                0.75138,                0.86886,                0.50013,                 1.5002,                0.84859,                 1.9864,              0.0009704,              0.0009704,              0.0009704
                     54,                 1.3814,                0.78815,                 1.7489,                0.90863,                0.75691,                0.88307,                0.49931,                 1.4542,                0.83721,                 1.9714,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.3706,                0.80681,                 1.7146,                 0.8462,                0.78453,                0.87256,                0.49738,                 1.4152,                0.83216,                 1.9485,              0.0009308,              0.0009308,              0.0009308
                     56,                  1.362,                 0.7561,                 1.6938,                0.85231,                0.76519,                0.87024,                0.49805,                 1.4451,                0.82139,                 2.0022,               0.000911,               0.000911,               0.000911
                     57,                 1.3787,                0.77831,                 1.7239,                0.88442,                0.76099,                0.87179,                0.50398,                  1.483,                0.88214,                 2.0818,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.3798,                0.77523,                 1.7177,                 0.8139,                0.66449,                0.78818,                0.45193,                 1.5218,                 1.1545,                 2.0703,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.3158,                 0.7475,                 1.6548,                 0.8834,                0.75967,                0.86478,                0.50087,                 1.4138,                0.86016,                 1.9548,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.3397,                0.79372,                 1.7094,                0.87187,                 0.7707,                 0.8693,                0.50707,                 1.3985,                0.86196,                 1.9887,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.3452,                0.73111,                 1.6928,                0.88469,                0.76301,                0.87123,                0.51866,                 1.3694,                0.79247,                 1.9406,               0.000812,               0.000812,               0.000812
                     62,                 1.3534,                0.74687,                 1.6989,                0.85733,                0.79682,                0.88629,                 0.5273,                 1.3981,                 0.7907,                 1.9397,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.3147,                0.74952,                 1.6323,                0.88326,                0.78453,                 0.8745,                0.52083,                 1.4177,                0.84822,                 1.9819,              0.0007724,              0.0007724,              0.0007724
                     64,                 1.3201,                0.74897,                 1.6339,                0.89544,                0.75138,                0.87176,                0.52247,                 1.4143,                0.81854,                 1.9421,              0.0007526,              0.0007526,              0.0007526
                     65,                  1.351,                0.74037,                 1.6525,                 0.8606,                0.77072,                0.86452,                0.51439,                 1.4028,                 0.8169,                 1.9475,              0.0007328,              0.0007328,              0.0007328
                     66,                 1.2979,                0.74334,                 1.6919,                0.85837,                0.79834,                0.87686,                0.51299,                 1.3993,                 0.7727,                 1.9441,               0.000713,               0.000713,               0.000713
                     67,                   1.33,                0.74418,                 1.7052,                0.87467,                0.75691,                 0.8676,                0.51866,                 1.4151,                0.81747,                 1.9601,              0.0006932,              0.0006932,              0.0006932
                     68,                 1.3117,                0.70892,                 1.6523,                0.89073,                0.76564,                0.88336,                0.52022,                 1.4426,                0.80656,                  1.958,              0.0006734,              0.0006734,              0.0006734
                     69,                 1.3168,                0.73138,                 1.6711,                0.88761,                0.76359,                0.87072,                0.51156,                 1.4487,                0.83033,                 1.9535,              0.0006536,              0.0006536,              0.0006536
                     70,                 1.3033,                0.73128,                 1.6211,                0.84827,                0.83397,                0.89211,                0.52427,                  1.408,                0.78417,                 1.9461,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.3111,                0.72211,                  1.699,                0.89476,                0.75138,                0.85956,                 0.4943,                 1.4813,                0.87562,                 1.9687,               0.000614,               0.000614,               0.000614
                     72,                 1.2783,                0.72924,                 1.5947,                0.91647,                0.76796,                0.89275,                0.53177,                 1.4143,                0.77075,                 1.9431,              0.0005942,              0.0005942,              0.0005942
                     73,                  1.311,                0.72291,                 1.6801,                0.91055,                0.73481,                0.87483,                0.50513,                 1.5018,                0.79561,                 1.9721,              0.0005744,              0.0005744,              0.0005744
                     74,                 1.3077,                0.71017,                 1.6824,                0.88085,                0.74309,                0.87798,                0.51799,                 1.3905,                0.76873,                 1.9344,              0.0005546,              0.0005546,              0.0005546
                     75,                 1.2859,                0.72764,                 1.6267,                0.89008,                0.76056,                0.87629,                0.51024,                 1.4207,                0.77368,                 1.9503,              0.0005348,              0.0005348,              0.0005348
                     76,                 1.2507,                0.70102,                 1.6462,                 0.8798,                0.78729,                0.88112,                0.53163,                 1.4179,                 0.7705,                  1.952,               0.000515,               0.000515,               0.000515
                     77,                 1.3087,                 0.7297,                 1.6229,                0.87327,                0.79282,                0.87841,                0.53025,                 1.3963,                 0.7787,                 1.9296,              0.0004952,              0.0004952,              0.0004952
                     78,                 1.2658,                0.69956,                 1.6289,                0.84898,                 0.8232,                0.89535,                 0.5373,                 1.3857,                0.76027,                 1.9308,              0.0004754,              0.0004754,              0.0004754
                     79,                 1.2971,                0.72274,                 1.6369,                0.86677,                0.79078,                0.88384,                0.53026,                 1.3906,                0.78077,                 1.9381,              0.0004556,              0.0004556,              0.0004556
                     80,                 1.2326,                0.67847,                 1.5973,                0.89478,                0.76796,                  0.883,                0.53598,                 1.4049,                 0.7748,                 1.9304,              0.0004358,              0.0004358,              0.0004358
                     81,                 1.2655,                0.68086,                 1.6347,                0.87169,                0.76943,                0.88204,                 0.5303,                 1.3935,                0.80272,                 1.9164,               0.000416,               0.000416,               0.000416
                     82,                 1.2617,                0.68613,                 1.6743,                0.89326,                0.77072,                0.89146,                0.54036,                 1.3672,                0.77428,                 1.9121,              0.0003962,              0.0003962,              0.0003962
                     83,                 1.2213,                 0.6846,                 1.5737,                0.89388,                0.79113,                0.89082,                0.53375,                 1.3379,                0.78227,                  1.938,              0.0003764,              0.0003764,              0.0003764
                     84,                 1.2886,                0.70804,                 1.7072,                0.91261,                0.78453,                0.89624,                0.53365,                 1.4301,                0.75997,                 1.9268,              0.0003566,              0.0003566,              0.0003566
                     85,                 1.2507,                0.65754,                 1.5881,                0.89756,                0.79006,                 0.8957,                0.52889,                 1.3882,                0.75896,                 1.9083,              0.0003368,              0.0003368,              0.0003368
                     86,                 1.2489,                0.70608,                 1.6085,                 0.8905,                0.79834,                0.89154,                0.53285,                 1.3717,                0.75793,                 1.9004,               0.000317,               0.000317,               0.000317
                     87,                 1.2335,                0.65324,                 1.6291,                0.83017,                0.83718,                0.89273,                0.52695,                 1.3394,                0.73631,                  1.891,              0.0002972,              0.0002972,              0.0002972
                     88,                 1.2771,                0.67971,                 1.6038,                0.85395,                0.83149,                0.89354,                0.53648,                 1.3597,                0.74941,                 1.8846,              0.0002774,              0.0002774,              0.0002774
                     89,                 1.2622,                0.68342,                 1.6377,                 0.8492,                0.82449,                0.89443,                0.52849,                 1.3655,                0.74447,                 1.8877,              0.0002576,              0.0002576,              0.0002576
                     90,                 1.2423,                0.68893,                 1.6569,                0.87986,                0.78897,                0.89386,                0.53361,                 1.3537,                0.74311,                 1.8821,              0.0002378,              0.0002378,              0.0002378
                     91,                 1.2087,                0.66835,                  1.696,                0.88749,                0.76796,                0.87292,                0.52494,                 1.3622,                0.78511,                  1.891,               0.000218,               0.000218,               0.000218
                     92,                 1.2059,                0.64419,                 1.6439,                0.88339,                0.77431,                 0.8817,                0.52526,                 1.3565,                0.75649,                 1.8942,              0.0001982,              0.0001982,              0.0001982
                     93,                 1.2318,                0.67758,                 1.6431,                 0.8535,                0.80471,                 0.8718,                 0.5074,                  1.367,                0.76649,                 1.9129,              0.0001784,              0.0001784,              0.0001784
                     94,                 1.1928,                0.65917,                 1.6639,                0.83953,                 0.8011,                0.86756,                0.51353,                 1.3643,                0.75807,                 1.9042,              0.0001586,              0.0001586,              0.0001586
                     95,                  1.198,                0.63767,                 1.5973,                0.88063,                0.80387,                0.89498,                0.54029,                 1.3292,                0.70992,                 1.8931,              0.0001388,              0.0001388,              0.0001388
                     96,                 1.2152,                0.66003,                 1.6809,                0.90464,                0.78616,                0.88944,                0.54183,                 1.3333,                0.72481,                 1.8914,               0.000119,               0.000119,               0.000119
                     97,                 1.1954,                0.63905,                 1.6597,                0.89646,                0.78929,                0.88895,                0.54074,                  1.339,                0.73701,                 1.8819,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                 1.1656,                 0.6123,                 1.5642,                0.90023,                0.79766,                0.89088,                0.54065,                 1.3484,                0.74083,                 1.8792,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                 1.1899,                0.62238,                 1.6417,                0.88564,                0.79834,                0.89324,                0.54223,                 1.3489,                0.73344,                 1.8813,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                 1.1667,                0.61286,                 1.6132,                0.90696,                0.79282,                0.89583,                 0.5454,                 1.3579,                 0.7307,                 1.8845,               3.98e-05,               3.98e-05,               3.98e-05
